Country,Year,Exports of goods and services (% of GDP),GDP (current US$),GDP growth (annual %),GDP per capita (current US$),Imports of goods and services (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP),"Employment to population ratio, 15+, female (%) (modeled ILO estimate)","Employment to population ratio, 15+, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, female (%) (national estimate)","Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)","Employment to population ratio, ages 15-24, male (%) (national estimate)","Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",Unemployment with advanced education (% of total labor force with advanced education),"Unemployment with advanced education, female (% of female labor force with advanced education)","Unemployment with advanced education, male (% of male labor force with advanced education)",Unemployment with basic education (% of total labor force with basic education),"Unemployment with basic education, female (% of female labor force with basic education)","Unemployment with basic education, male (% of male labor force with basic education)","Unemployment, female (% of female labor force) (modeled ILO estimate)","Unemployment, male (% of male labor force) (modeled ILO estimate)","Unemployment, total (% of total labor force) (modeled ILO estimate)_x","Unemployment, youth female (% of female labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth male (% of male labor force ages 15-24) (modeled ILO estimate)","Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",Current account balance (% of GDP),External debt stocks (% of GNI),"Foreign direct investment, net inflows (% of GDP)",Gini index,"Life expectancy at birth, female (years)","Life expectancy at birth, male (years)","Life expectancy at birth, total (years)",Population growth (annual %),Poverty headcount ratio at $3.00 a day (2021 PPP) (% of population),"Unemployment, total (% of total labor force) (modeled ILO estimate)_y",Urban population (% of total population),agr_area_harvested_avg,agr_production_avg,agr_yield_avg,agr_area_harvested_item_count,agr_production_item_count,agr_yield_item_count,agr_area_harvested_total,agr_production_total,agr_yield_total,pop_rural_population,pop_total_population___both_sexes,pop_total_population___female,pop_total_population___male,pop_urban_population,disaster_count,disaster_deaths,disaster_injured,disaster_affected,disaster_total_affected,disaster_damage_usd_thousands,disaster_aid_usd_thousands,Trade_Dependency_Index,Resilience_Score,Spending_Efficiency,Shock_Impact_Score
Canada,2015,0.271534095488642,1556508816217.14,0.4143246002383943,0.5072356935348167,0.2878514173266886,0.17682475585687638,66.1649020669781,0.8575286534102782,0.4876420225082118,58.546,58.537,55.8,55.792,57.125,5.321,4.934,5.699,14.13,13.912,14.274,6.305,7.51,6.945,10.771,14.618,12.759,-3.51398716666025,0.1327831977699491,3.85389453706153,33.7,83.89,79.86,0.907489550280379,0.760300145238936,0.5,6.945,81.259,520457.7894736842,1206531.026792453,12922.176785714286,57.0,106.0,56.0,29666094.0,127892288.84,723641.9,6737308.0,0.0220495656341166,18124573.0,17837661.0,29212401.0,1.0,0.0,0.0,3.751778447601062e-05,13036.0,0.0,0.0,0.27969275640766533,0.6647810706004348,1.6383108033309417,0.0017014431783084587
Canada,2016,0.2675419488367638,1527994741907.43,0.4186401253140181,0.4922933019376128,0.2826707785159668,0.18161978890668057,65.3636845215556,0.8564677136748701,0.4733993861396799,58.228,58.219,55.116,55.107,56.616,5.512,5.067,5.951,14.072,13.304,14.577,6.275,7.715,7.038,10.687,14.396,12.597,-3.093111446907,0.1327831977699491,2.23835012140903,32.7,84.04,79.94,0.9113517171375404,1.13153974027004,0.5,7.038,81.3,516930.3333333333,1305901.9451886793,13211.068421052632,57.0,106.0,57.0,29465029.0,138425606.19,753030.9,6786280.0,0.0223185024151287,18320689.0,18032655.0,29503542.0,2.0,0.0,0.0,0.0002548323360947,88300.0,0.0188217579521927,0.0,0.2751063636763653,0.6648477146182306,1.5657985356398982,0.8547049989500136
Canada,2017,0.2669884740714687,1649265644244.09,0.4407995256478446,0.525158100685071,0.2802226160154015,0.18427585026271048,65.1010608504649,0.8628012023983668,0.4922459749071131,58.879,58.874,57.065,57.06,57.939,5.117,4.86,5.374,12.871,12.515,13.101,5.927,6.869,6.426,9.564,12.784,11.236,-2.8034274767599,0.1327831977699491,1.53752071953934,33.3,84.0,79.73,0.9070521681362989,1.19543575451553,0.5,6.426,81.35,547789.6785714285,1326747.2416190477,13629.012280701754,56.0,105.0,57.0,30676222.0,139308460.37,776853.7,6830253.0,0.0226314782137546,18544907.0,18263590.0,29793946.0,3.0,2.2611644997173544e-05,0.0,0.0001805298069317,62554.0,0.0009410878976096,0.0,0.2736055450434351,0.6750235234196633,1.6563364067584312,0.05055696237644372
Canada,2018,0.2769978254019922,1725329192783.02,0.4375691397806849,0.541611099432913,0.2873895619547215,0.19488182064179935,66.5998858508762,0.8650838303139416,0.4967422325130579,58.47,58.467,57.355,57.357,57.893,4.626,4.508,4.744,11.776,12.173,11.526,5.527,6.112,5.837,9.375,11.94,10.709,-2.38507161087906,0.1327831977699491,2.46931207254863,32.5,83.96,79.76,0.9069118757504616,1.43322615679352,0.2,5.837,81.411,551818.5357142857,1342456.212952381,13564.433333333334,56.0,105.0,57.0,30901838.0,140957902.36,773172.7000000001,6869269.0,0.0229660138430973,18780076.0,18514929.0,30084496.0,4.0,0.000791407574901,8.136277219237414e-05,2.279926902772953e-05,7930.0,0.0015292678336156,0.0,0.28219369367835684,0.6747242455595844,1.6529364322189768,0.10557913476703391
Canada,2019,0.2773114627958584,1743725183672.52,0.4283009264389553,0.5394364266546882,0.2821876485757998,0.18984288808168454,66.1714852804959,0.8720603128164734,0.5033654622798984,59.927,59.924,57.556,57.558,58.7,4.441,4.218,4.661,11.537,11.247,11.725,5.263,6.07,5.69,9.339,12.067,10.744,-1.9517027481858,0.1327831977699491,2.80676687017653,31.7,84.32,80.11,0.9189192534794586,1.46171259938134,0.2,5.69,81.482,536191.6666666666,1346097.3678301887,13500.070689655173,57.0,106.0,58.0,30562925.0,142686320.99,783004.1,6903530.0,0.023301527276844,19016711.0,18766224.0,30376281.0,2.0,2.2611644997173544e-05,0.0,5.6276676714015934e-05,19500.0,0.0050583474496517,0.0,0.2797495556858291,0.6782715783280111,1.6720122094855934,0.22045830953571383
Canada,2020,0.2442257896078126,1655684730000.19,0.3511520392883293,0.5065778900971422,0.2578081730703819,0.17037528208242966,61.1567709632763,0.8028741821922872,0.3954014323407464,49.894,49.894,49.492,49.506,49.686,7.609,7.628,7.59,17.026,18.716,15.961,9.521,9.777,9.657,19.436,20.763,20.125,-2.01049352658992,0.1327831977699491,1.75897085668576,29.9,83.84,79.34,0.8976525782852138,1.08436897113225,0.2,9.657,81.562,543836.8947368421,1385246.9198130842,13019.674137931032,57.0,107.0,58.0,30998703.0,148221420.42000002,755141.1,6933141.0,0.0235689911626148,19207454.0,18964448.0,30670064.0,2.0,1.1305822498586772e-05,0.0,0.0002104920868109,72936.0,0.0117635987201204,0.0,0.2510169813390972,0.6158699093253651,1.67099471982145,0.5085023811311541
Canada,2021,0.2637784266846816,2022378748423.23,0.4731919924983526,0.6157023454660974,0.2508291943869806,0.21268584925671705,62.2468367159421,0.8424182996029513,0.4573259382908836,56.181,56.185,54.826,54.844,55.483,5.944,5.875,6.012,14.532,15.703,13.773,7.339,7.694,7.527,12.536,14.517,13.557,-0.0219632282728957,0.1327831977699491,2.97618288160973,29.9,83.96,79.19,0.8970336412888749,0.553902422386893,0.2,7.527,81.653,538821.7894736842,1139104.9085981308,12863.387931034482,57.0,107.0,58.0,30712842.0,121884225.22,746076.5,6958095.0,0.0237630083226557,19348679.0,19105377.0,30966067.0,4.0,0.0092933860938383,5.424184812824942e-06,4.487704220015117e-05,15552.0,0.0099092414831545,0.0,0.25730381053583107,0.6686967860100291,1.78221628984979,0.8101717750052616
Canada,2022,0.295589234478091,2190411080134.32,0.4536290625797184,0.6550404117281776,0.277115118389959,0.2665198321217385,67.3176215563989,0.8701956308572714,0.4922998223035917,60.155,60.158,57.309,57.329,58.694,4.12,4.128,4.112,11.304,12.093,10.783,5.137,5.407,5.279,8.92,11.21,10.082,-0.288416485092606,0.1327831977699491,2.29317324184365,29.9,83.54,79.06,0.8878486162631871,1.80390457488184,0.2,5.279,81.752,543697.1929824562,1366125.028411215,13305.113793103448,57.0,107.0,58.0,30990740.0,146175378.04,771696.6,6978269.0,0.0240155060249873,19538904.0,19282356.0,31263957.0,5.0,0.0001921989824759,0.0,1.7315900527389518e-05,6000.0,0.0010116694899303,0.0,0.286352176434025,0.6741370443662774,1.6404552989506749,0.050847711638947087
Canada,2023,0.2887709362492583,2173339670064.33,0.4240841714182113,0.6312696185628249,0.2760651796643768,0.22032913863679066,66.6323313370668,0.8702920799241266,0.4932152280437238,58.587,58.606,57.331,57.381,57.945,4.236,4.172,4.301,11.711,13.098,10.832,5.259,5.556,5.415,9.993,11.587,10.806,-0.633319898544559,0.1327831977699491,1.93601776565032,29.9,83.89,79.51,0.9014239677162474,2.90468017061162,0.2,5.415,81.862,545071.3684210526,1578743.3477777778,13401.656896551724,57.0,81.0,58.0,31069068.0,127878211.17,777296.1,6993543.0,0.0243440854365055,19783529.0,19515575.0,31563358.0,4.0,0.0001130582249858,0.0,9.07641785977334e-05,31450.0,0.0017174854131375,0.0,0.28241805795681757,0.6689853531710028,1.7877252243899562,0.0789197401558521
Canada,2024,0.2785599348757264,2241253230970.34,0.4240767926678842,0.6319966902726409,0.2696182581036888,0.19667267255842474,65.1790339912717,0.8587985661238727,0.4701146949544987,57.321,58.606,55.963,57.381,56.629,4.236,4.172,4.301,11.711,13.098,10.832,6.273,6.609,6.45,12.065,13.835,12.965,-0.461744367419551,0.1327831977699491,2.77275799459458,29.9,83.89,79.51,0.9014239677162474,2.96220294420494,0.2,6.45,81.98,545071.3684210526,1578743.3477777778,13401.656896551724,0.0,0.0,0.0,0.0,0.0,0.0,6993543.0,0.0243440854365055,19783529.0,19515575.0,31563358.0,6.0,3.391746749576032e-05,0.0,1.0158661642735183e-05,3520.0,0.0421136834180312,0.0,0.2740890964897076,0.6632970922432032,1.9182987127957654,1.7316743314424379
China,2000,0.1431886539311885,1223754919971.05,0.502466046785695,0.0096939549629345,0.1053694451718236,0.16454277949456897,39.0109424774998,1.0,0.8061224489795915,61.678,59.949,60.951,59.706,61.303,3.843,4.507,3.445,3.137,3.246,3.051,2.834,3.613,3.26,6.013,7.614,6.84,1.67667411710879,0.0278943606461006,3.43984725315719,42.0,74.895,69.85,0.5847741498900354,0.787956592953992,48.1,3.26,35.877,1361423.12605042,8842030.39154229,8816.819327731093,119.0,201.0,119.0,162009352.0,1777248108.7,1049201.5,829403316.0,0.890585897923354,635587758.0,663468259.0,482727522.0,27.0,0.007495760316563,0.0107100529129228,0.07211293354134,25392373.0,0.0069931535855448,765.0,0.12427904955150604,0.6236294601262239,0.050374395407523455,0.10926715919948947
China,2001,0.1362485715316194,1355036590251.52,0.4994253307793371,0.0108169282524125,0.101666477717441,0.17040886863356877,38.0826469518334,0.9884904113552702,0.7876527919875076,60.059,59.949,59.556,59.706,59.799,3.843,4.507,3.445,3.137,3.246,3.051,3.303,4.211,3.8,7.031,8.887,7.994,1.28417196444636,0.0395315533398352,3.47245235578959,42.0,75.287,70.235,0.5978683809846048,0.726380637838525,48.1,3.8,37.093,1350960.43697479,9032665.413432837,8931.695798319328,119.0,201.0,119.0,160764292.0,1815565748.1,1062871.8,818630475.0,0.8970046584884721,640078876.0,668311807.0,501452843.0,32.0,0.010423968343697,0.2469929675443901,0.1137803235076016,40370434.0,0.0209345002823263,0.0,0.1189575246245302,0.5996862918861277,0.05152355428831393,0.4371563946862822
China,2002,0.1623826633587355,1489821682050.54,0.5097621847785947,0.0119626295891977,0.1226440921537944,0.14748419376945637,42.1944423387413,0.977945313379093,0.7715524204404716,58.564,59.949,58.349,59.706,58.453,3.843,4.507,3.445,3.137,3.246,3.051,3.684,4.697,4.24,7.847,9.902,8.919,2.37759984341841,0.0315053983347932,3.56241418263928,42.0,75.657,70.587,0.6100152258501104,0.669999567758626,48.1,4.24,38.425,1328021.7833333334,9418272.334129354,9361.345833333333,120.0,201.0,120.0,159362614.0,1893072739.16,1123361.5,806104331.0,0.902726037538145,644043681.0,672667481.0,521893970.0,28.0,0.0163482193329564,0.107130362145699,0.8232210104834012,285289853.0,0.028970449840015,4852.0,0.14251337775626494,0.2450574776046503,0.06683384555893473,1.0808029462182187
China,2003,0.2112294680855639,1683903309843.85,0.5194776110643318,0.0136366214105666,0.1755257811066788,0.17686207313950797,51.0774801301803,0.968316481538041,0.7578213343384848,57.196,59.949,57.307,59.706,57.254,3.843,4.507,3.445,3.137,3.246,3.051,3.979,5.073,4.58,8.471,10.671,9.624,2.55665409110255,0.0302844723951273,3.43849537731211,41.63333333333333,76.022,70.931,0.6218913889358824,0.622860936133583,43.1,4.58,39.776,1305827.4,9402262.315422883,9484.466666666667,120.0,201.0,120.0,156699288.0,1889854725.4,1138136.0,793136597.0,0.9080883162014256,647762642.0,676746767.0,542756370.0,27.0,0.0123459581684567,0.429855798046751,0.6279555136160597,219552435.0,0.077021038019951,7460.0,0.19337762459612134,0.34799523342056743,0.06583047544865331,1.2632879689080714
China,2004,0.2572813553337201,1984196551300.44,0.5196243698101591,0.0162507417322017,0.2161133621175844,0.21947028408207414,58.6403340408439,0.9626742111270072,0.7542674061709116,56.324,59.949,56.894,59.706,56.62,3.843,4.507,3.445,3.137,3.246,3.051,3.9,4.972,4.49,8.306,10.444,9.433,3.47450259619584,0.0311253982825245,3.43299015092913,41.266666666666666,76.37,71.27,0.6334630350194552,0.593932815112141,38.1,4.49,41.144,1331850.0916666666,9828796.932437813,9796.0375,120.0,201.0,120.0,159822011.0,1975588183.42,1175524.5,779706681.0,0.9133876447523556,651442619.0,680773492.0,564037221.0,24.0,0.0091237987563595,0.0640677589166818,0.1507690841346331,52949587.0,0.0203626952757387,0.0,0.23669735872565223,0.5905729630473616,0.064848191839021,0.2674911041286875
China,2005,0.2889883815325071,2317551298052.05,0.534360007209367,0.0191305627766709,0.2156642734496393,0.18711209558277286,61.3600749408237,0.9558584770692342,0.7478326422917454,55.312,59.949,56.289,59.706,55.819,3.843,4.507,3.445,3.137,3.246,3.051,3.925,5.004,4.52,8.366,10.498,9.495,5.71199843031159,0.0305327207119577,4.49218509012467,40.9,76.769,71.595,0.6455760446624934,0.588124989556992,33.1,4.52,42.522,1357991.9583333333,10096123.924726369,9883.353333333333,120.0,201.0,120.0,162959035.0,2029320908.87,1186002.4,765903084.0,0.918916058710017,655299610.0,684956353.0,585633612.0,31.0,0.0119615602035048,0.0308202181064713,0.2414151394309355,83943274.0,0.0556313523433088,623.0,0.2523263274910732,0.5505721873668965,0.08789768212573756,0.36981386607543665
China,2006,0.3137884172856742,2791498472804.33,0.5478696169802708,0.0232347661510886,0.2162516619494422,0.18510599478398587,63.5695798621627,0.9501197575913451,0.7441440956329761,54.425,59.949,55.823,59.706,55.153,3.843,4.507,3.445,3.137,3.246,3.051,3.846,4.903,4.43,8.226,10.299,9.331,8.30532573537484,0.025854597484658,4.44499743873597,41.6,77.1,71.904,0.6563694806293352,0.558374367373002,30.8,4.43,43.868,1355391.1166666667,10309147.777860695,10190.064166666669,120.0,201.0,120.0,162646934.0,2072138703.35,1222807.7,752299538.0,0.9245219605723686,659225912.0,689182594.0,606988730.0,37.0,0.0238439796495195,0.0193453551349401,0.2542584438615201,88739438.0,0.0586471437982307,0.0,0.2650200396175582,0.5447391296517357,0.11013742312629521,0.38516612094063446
China,2007,0.3066617152055412,3604055822571.63,0.5642542481468608,0.0303021373828883,0.1970399501434203,0.23514413007172436,61.2664640006176,0.9442363645131732,0.7401863119918151,53.513,59.949,55.296,59.706,54.443,3.843,4.507,3.445,3.137,3.246,3.051,3.775,4.814,4.35,8.141,10.164,9.224,9.79958953536148,0.0175150772128841,4.3353750023692,42.3,77.436,72.326,0.6693960412789717,0.522271866392275,28.5,4.35,45.199,1363130.941666667,10670767.832636816,10965.3575,120.0,201.0,120.0,163575713.0,2144824334.36,1315842.9,738685151.0,0.9299580710320304,663021542.0,693292584.0,628350588.0,18.0,0.0128999434708875,0.0130749974913145,0.3464380674581135,120098776.0,0.037543280632411,0.0,0.2518508326744807,0.512284870428275,0.11993236967764591,0.44083261492118553
China,2008,0.2743214806601867,4667346414521.95,0.5145027621317165,0.0395084515367301,0.177164040562758,0.25265614814658904,56.7111330003209,0.9354112748959152,0.7286898928436809,52.246,59.949,54.301,59.706,53.321,3.843,4.507,3.445,3.137,3.246,3.051,3.983,5.078,4.59,8.661,10.782,9.803,9.01086996317632,0.002660679265477,3.67520717506327,43.0,77.498,72.361,0.6708847910675013,0.51238693163744,26.2,4.59,46.539,1388935.75,11283026.249850744,11358.6925,120.0,201.0,120.0,166672290.0,2267888276.22,1363043.1,724760394.0,0.93556205029163,666933375.0,697530498.0,650038030.0,29.0,1.0,1.0,0.3928544932151497,136908104.0,0.5234001505740636,305117.0,0.22574276061147236,-0.02394786758456946,0.15474223612660656,3.117111821464272
China,2009,0.1851244960972941,5189577094997.58,0.511531424484171,0.043883335968106,0.1254565456004202,0.14754431611190516,44.4197644331119,0.9275828256361618,0.7197243013300305,51.093,59.949,53.469,59.706,52.339,3.843,4.507,3.445,3.137,3.246,3.051,4.095,5.221,4.72,8.977,11.143,10.15,4.68740638141982,0.00637780211945,2.52538984334254,43.35,78.033,72.801,0.6872610387413296,0.497381400884935,23.4,4.72,47.88,1413193.316666667,11353295.315422883,11232.948333333334,120.0,201.0,120.0,169583198.0,2282012358.4,1347953.8,710632634.0,0.9416387079014809,671204603.0,702096424.0,671961097.0,26.0,0.0065799886941775,0.002584624063311,0.3711471302428762,128762751.0,0.0424974214191605,0.0,0.15529052084885714,0.48528511610100533,0.2850990577136494,0.4490137372836465
China,2010,0.2126127602859124,6192564874453.29,0.5247871041019356,0.0524159698104891,0.1601860060285226,0.20921232954937063,49.8540722339456,0.9225513993152116,0.7181896505303969,50.268,59.949,53.077,59.706,51.744,3.843,4.507,3.445,3.137,3.246,3.051,3.929,5.009,4.53,8.698,10.763,9.823,3.8402567341525,0.0282981573869723,3.93541996731513,43.7,78.329,73.191,0.699137201827102,0.482959688678361,20.6,4.53,49.226,1425449.9083333334,11494038.231280789,11339.2275,120.0,203.0,120.0,171053989.0,2333289760.95,1360707.3,696249563.0,0.9479297714747336,675640944.0,706809041.0,694170135.0,25.0,0.0811531938948558,0.0370987120273162,0.5203038500718684,180656804.0,0.1066978919631093,9448.0,0.1863993831572175,0.3807030883005852,0.22068814644126014,0.7861899522448554
China,2011,0.2060524812706508,7671757207851.29,0.5121826310974751,0.0649582809181665,0.1677500459889908,0.24678945764093393,49.9458272253443,0.922085228825411,0.7130741478649505,49.084,59.949,52.204,59.706,50.728,3.843,4.507,3.445,3.137,3.246,3.051,3.947,5.032,4.55,8.855,10.908,9.98,1.77399724587567,0.040391307802821,3.65069190228425,42.4,78.65,73.334,0.7066147859922176,0.546457594880274,15.7,4.55,50.511,1445352.1083333334,11917238.29403941,11634.395833333334,120.0,203.0,120.0,173442253.0,2419199373.69,1396127.5,682518202.0,0.9539756268706095,679926627.0,711315716.0,715762326.0,19.0,0.0084341435839457,0.0028666816735779,0.357756320125483,124272883.0,0.0566916760775456,0.0,0.1869012636298208,0.49569713662357673,0.22619221947393697,0.4462885247588961
China,2012,0.1936966610836252,8673664713189.24,0.4943558860872478,0.0731441963377534,0.151877669662356,0.20043169782702025,47.48021307841,0.9166519313925636,0.6979968768510043,48.116,59.949,51.455,59.706,49.88,3.843,4.507,3.445,3.137,3.246,3.051,3.973,5.066,4.58,9.033,11.082,10.161,2.48328422404794,0.0364204198201956,2.78099138181613,42.2,78.981,73.624,0.7171375401793267,0.678345458846803,13.2,4.58,51.765,1439912.173553719,12188647.915539216,11740.363636363636,121.0,204.0,121.0,174229373.0,2486484174.77,1420584.0,669007424.0,0.960448244379698,684538666.0,716116667.0,737124022.0,28.0,0.0090672696438665,0.1045972678381097,0.1283555556509854,44562685.0,0.0929537596461509,0.0,0.1727871653729906,0.6042278641486934,0.3088166922366588,0.34876788621501165
China,2013,0.1832004257617414,9743124247267.24,0.4934957331120441,0.0818049576885715,0.1444484088797216,0.20045580095898405,45.9160413795144,0.9115722805381856,0.6832157665176888,47.163,59.949,50.723,59.706,49.049,3.843,4.507,3.445,3.137,3.246,3.051,3.991,5.089,4.6,9.197,11.239,10.327,1.52111320885029,0.0502937494939663,2.98598708261986,39.7,79.223,73.881,0.7256640162409069,0.666072977690069,6.2,4.6,53.013,1447606.578512397,12370159.33127451,11892.263636363636,121.0,204.0,121.0,175160396.0,2523512503.58,1438963.9,655323811.0,0.96707191410328,689276305.0,721011688.0,758533671.0,43.0,0.0157716223855285,0.0441257434523309,0.0790200009531248,27549425.0,0.1668026538678712,0.0,0.1638244173207315,0.6247887792909694,0.3262403912605608,0.31612923513873287
China,2014,0.1706585770112952,10674533168257.4,0.4899771233629362,0.0892057042202555,0.1358158732817304,0.18940642567485985,44.0684564812401,0.9081483386648234,0.6714501103871628,46.225,59.949,50.008,59.706,48.234,3.843,4.507,3.445,3.137,3.246,3.051,4.018,5.123,4.63,9.385,11.426,10.521,2.21130586371267,0.0592370138648766,2.51155883670463,39.2,79.51,74.119,0.7345288445271527,0.630326389541893,4.7,4.63,54.259,1456976.3223140496,12297820.46509804,12110.83388429752,121.0,204.0,121.0,176294135.0,2508755374.88,1465410.9,641352868.0,0.9733063447857426,693772000.0,725582593.0,779954516.0,41.0,0.0178066704352741,0.0111629723447937,0.1859084950414057,64912574.0,0.1367258281573499,0.0,0.15323722514651278,0.5695774814003541,0.3587681445255056,0.36124659683547655
China,2015,0.1461474085217522,11280814787468.9,0.4846116439499207,0.0938077981041751,0.0988487126563552,0.18175034915940627,38.6971848362233,0.9044832741243228,0.6589575144041786,45.332,59.949,49.334,59.706,47.463,3.843,4.507,3.445,3.137,3.246,3.051,4.036,5.145,4.65,9.558,11.594,10.697,2.59752794949746,0.0273856711520498,2.14957284731564,38.6,79.785,74.365,0.743359837590932,0.581456146657648,3.0,4.65,55.5,1518559.6776859504,12639101.27509804,12145.757851239669,121.0,204.0,121.0,183745721.0,2578376660.12,1469636.7,627097042.0,0.979011870614226,697933695.0,729718321.0,801263909.0,36.0,0.0056642170717919,0.0018143898198899,0.0106720203737038,3785759.0,0.0869214191605496,0.0,0.1224980605890537,0.6617291732122866,0.44854707198406285,0.10732447915624818
China,2016,0.1262042496025437,11456024084962.0,0.4823546565603831,0.0947361818364642,0.0898921834583087,0.19064437363788203,36.1771706929069,0.9008664341172498,0.6468687738947823,44.586,59.949,48.844,59.706,46.86,3.843,4.507,3.445,3.137,3.246,3.051,3.958,5.047,4.56,9.478,11.462,10.593,1.67018709565352,0.0308999145777969,1.52539470315395,38.5,80.052,74.575,0.7514464557604468,0.573050906069647,2.2,4.56,56.736,1499359.5041322317,12581615.269705882,12298.763636363636,121.0,204.0,121.0,181422500.0,2566649515.02,1488150.4,612549421.0,0.98453287539998,702008575.0,733672520.0,822422660.0,33.0,0.0145505935556811,0.0051583997569965,0.2081203856353788,72201622.0,0.2113573310747224,0.0,0.1080482165304262,0.5578874158467519,0.42761542165697775,0.44608593060787605
China,2017,0.127720941015157,12537559062282.9,0.4836397270008282,0.1031965277678225,0.0972174731763607,0.18421663668812166,36.9508526159275,0.8958350077962995,0.6314953422002043,43.863,59.949,48.352,59.706,46.265,3.843,4.507,3.445,3.137,3.246,3.051,3.881,4.948,4.47,9.362,11.292,10.452,1.50488723669316,0.0392327659770596,1.32468971748483,39.1,80.27,74.448,0.7521569954322449,0.605245013482969,1.7,4.47,57.96,1514309.2975206613,13042401.483970588,12552.49256198347,121.0,204.0,121.0,183231425.0,2660649902.73,1518851.6,597816520.0,0.9903075777957208,706348457.0,737730664.0,843314783.0,30.0,0.0058111927642736,0.0026524263734713,0.0427362196982815,14890393.0,0.0775686994165255,0.0,0.11246920709575885,0.6422135929124975,0.461831916778653,0.13002870129548053
China,2018,0.1212267620430967,14147765772963.8,0.4821454479895103,0.1161062030248919,0.1030238259069461,0.19182589658594384,36.8943843914148,0.8913662010320049,0.6171719347369553,43.44,59.949,48.192,59.706,45.987,3.843,4.507,3.445,3.137,3.246,3.051,3.743,4.772,4.31,8.691,10.46,9.694,0.170563391928727,0.040969853003731,1.66361992284408,38.5,80.573,75.034,0.7681948908814076,0.467672053461959,0.8,4.31,59.152,1498655.6776859504,13149293.011911765,12635.269421487605,121.0,204.0,121.0,181337337.0,2682455774.43,1528867.6,583199631.0,0.99492781087376,709918983.0,740879243.0,863601691.0,22.0,0.0040022611644997,6.50902177538993e-05,0.0240520744308861,8338124.0,0.0721069640504423,0.0,0.1121252939750214,0.6541759677874398,0.49874494910061884,0.10073724749769968
China,2019,0.1130122205316271,14560167101283.4,0.4745022021016721,0.1191088125001825,0.0918350084674596,0.20485060244276473,35.1994202739021,0.884807664485846,0.5970599321522803,42.353,59.949,47.055,59.706,44.878,3.843,4.507,3.445,3.137,3.246,3.051,3.961,5.05,4.56,9.607,11.541,10.706,0.706790487310523,0.0453616821452364,1.28549226847992,38.2,80.747,75.303,0.7760108272711892,0.354740890170827,0.0,4.56,60.308,1494211.867768595,13487785.779162562,12808.258677685952,121.0,203.0,121.0,180799636.0,2738020513.17,1549799.3,568748198.0,0.9980586106136556,712408482.0,742942800.0,883204937.0,16.0,0.006455624646693,0.0013072285398908,0.0154073881469953,5339601.0,0.0877376246941464,0.0,0.10242361449954335,0.6528841028337973,0.4760291312921533,0.11112348886609481
China,2020,0.1147115842907739,14996414166715.1,0.4330959655697373,0.1224303822681965,0.0768997323160643,0.19727044483381734,34.0389507864018,0.8604382002604124,0.5502126972160897,38.911,59.949,43.605,59.706,41.435,3.843,4.507,3.445,3.137,3.246,3.051,4.342,5.537,5.0,11.388,13.642,12.678,1.65930095801393,0.0527270988516022,1.68770756292082,37.1,80.999,75.245,0.7786838098460498,0.238040870229883,0.0,5.0,61.428,1503226.876033058,13733904.152906405,12906.36776859504,121.0,203.0,121.0,181890452.0,2787982543.04,1561670.5,554487938.0,0.9998406433243348,714041712.0,743901142.0,902077760.0,12.0,0.0052345958168456,6.50902177538993e-05,0.0430760586760487,14925979.0,0.1086580086580086,0.0,0.0958056583034191,0.6148797474715655,0.4897243818438167,0.15705862465034098
China,2021,0.1299114314124581,18201698719564.0,0.5022845000972203,0.1488099835243801,0.0901310962814829,0.17454624488397458,36.5206911762564,0.8838431738172933,0.5853481234182325,40.151,59.949,44.395,59.706,42.436,3.843,4.507,3.445,3.137,3.246,3.051,3.953,5.04,4.55,11.163,13.374,12.422,1.93875176197337,0.0489707773975518,1.8903454142588,35.7,80.912,75.486,0.7819996616477756,0.0892522000412526,0.0,4.55,62.512,1505802.157024793,13879904.981280789,13004.939669421488,121.0,203.0,121.0,182202061.0,2817620711.2000003,1573597.7,540439367.0,1.0,714591397.0,743583206.0,920173874.0,16.0,0.0051441492368569,0.001223153675292,0.051617623000332,17888974.0,0.1202545642763034,0.0,0.1100212638469705,0.6445790506689918,0.6657627962408791,0.1782393119494724
China,2022,0.1387772937326046,18316765021690.2,0.4419140454796693,0.1497807872879285,0.0918267308290205,0.19022688691841863,37.4407198763585,0.8603899757269847,0.5421625114425717,38.82,59.949,42.851,59.706,40.991,3.843,4.507,3.445,3.137,3.246,3.051,4.326,5.516,4.98,13.318,15.934,14.811,2.42059259149418,0.0385286604924389,1.03841365474349,35.7,81.133,75.467,0.7848756555574354,-0.0130995013525784,0.0,4.98,63.56,1516494.1652892565,14051298.365812806,13054.261157024794,121.0,203.0,121.0,183495794.0,2852413568.26,1579565.6,526626069.0,0.9990341245347916,714369838.0,742400113.0,937461423.0,11.0,0.0031995477671,0.0013207890019228,0.0182075828250474,6309457.0,0.0752870318087709,0.0,0.11530201228081255,0.6319850829112206,0.6547606570530861,0.09810961496322015
